name	term	lev	seq	value
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000025-RA	0.119986990431472
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000030-RA	4.22060860147371
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000164-RA	0.592442146596309
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000306-RA	0.517857121765798
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000365-RA	0.421516933331726
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000371-RA	3.23704774926755
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000396-RA	0.00610287395829063
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000570-RA	4.31338794301422
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000662-RA	0.448589242454935
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000687-RA	0.342532088471283
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000797-RA	2.7803630218336
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU000973-RA	3.67345272884949
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001137-RA	3.50920103246775
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001321-RA	0.407171605227433
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001455-RA	0.232689273248518
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001634-RA	6.96257291827237
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001865-RA	2.77933403997706
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001881-RA	1.61101912645433
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001918-RA	1.59618776136612
"macromolecule biosynthetic process"	GO:0034645;GO:0009059	2	OTAU001919-RA	4.05941891614102
